Conversation_ID,Customer_Issue,Tech_Response,Resolution_Time,Issue_Category,Issue_Status
CONV-0327,Software installation failure,Clear cache and remove unnecessary programs.,59 minutes,Network,Escalated
CONV-0328,Software installation failure,Clear cache and remove unnecessary programs.,77 minutes,Hardware,Pending
CONV-0329,Cannot connect to Wi-Fi,Run a system diagnostic tool.,79 minutes,Account,Resolved after follow-up
CONV-0330,Slow system performance,Run a system diagnostic tool.,64 minutes,Account,Resolved
CONV-0331,Slow system performance,Restart your router.,96 minutes,Hardware,Resolved after follow-up
CONV-0332,Software installation failure,Restart your router.,94 minutes,Software,Escalated
CONV-0333,Cannot connect to Wi-Fi,Restart your router.,64 minutes,Performance,Resolved after follow-up
CONV-0334,Software installation failure,Run a system diagnostic tool.,104 minutes,Performance,Resolved after follow-up
CONV-0335,Software installation failure,Run a system diagnostic tool.,31 minutes,Network,Escalated
CONV-0336,Slow system performance,Restart your router.,62 minutes,Performance,Resolved after follow-up
CONV-0337,Forgot password,Run a system diagnostic tool.,22 minutes,Network,Pending
CONV-0338,Blue screen error,Reset your password using the link provided.,44 minutes,Hardware,Resolved after follow-up
CONV-0339,Software installation failure,Verify your email settings.,45 minutes,Software,Resolved
CONV-0340,Cannot connect to Wi-Fi,Reinstall the printer drivers.,111 minutes,Software,Resolved
CONV-0341,Unable to access email,Restart your router.,52 minutes,Network,Resolved after follow-up
CONV-0342,Slow system performance,Reset your password using the link provided.,86 minutes,Network,Pending
CONV-0343,Cannot connect to Wi-Fi,Verify your email settings.,102 minutes,Hardware,Resolved
CONV-0344,Cannot connect to Wi-Fi,Restart your router.,46 minutes,Performance,Resolved
CONV-0345,Slow system performance,Reset your password using the link provided.,15 minutes,Software,Resolved after follow-up
CONV-0346,Forgot password,Verify your email settings.,5 minutes,Hardware,Resolved after follow-up
CONV-0347,Slow system performance,Reset your password using the link provided.,27 minutes,Account,Pending
CONV-0348,Printer not responding,Reinstall the printer drivers.,21 minutes,Software,Pending
CONV-0349,Slow system performance,Restart your router.,101 minutes,Performance,Resolved after follow-up
CONV-0350,Blue screen error,Run a system diagnostic tool.,63 minutes,Performance,Resolved after follow-up
CONV-0351,Unable to access email,Reset your password using the link provided.,68 minutes,Hardware,Resolved
CONV-0352,Blue screen error,Verify your email settings.,62 minutes,Performance,Pending
CONV-0353,Slow system performance,Clear cache and remove unnecessary programs.,37 minutes,Software,Resolved
CONV-0354,Printer not responding,Reinstall the printer drivers.,111 minutes,Account,Resolved after follow-up
CONV-0355,Forgot password,Run a system diagnostic tool.,96 minutes,Network,Resolved after follow-up
CONV-0356,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,90 minutes,Network,Resolved after follow-up
CONV-0357,Printer not responding,Reinstall the printer drivers.,17 minutes,Network,Resolved
CONV-0358,Printer not responding,Run a system diagnostic tool.,71 minutes,Network,Pending
CONV-0359,Printer not responding,Clear cache and remove unnecessary programs.,39 minutes,Performance,Pending
CONV-0360,Unable to access email,Follow the software installation guide.,96 minutes,Hardware,Resolved
CONV-0361,Unable to access email,Clear cache and remove unnecessary programs.,86 minutes,Hardware,Pending
CONV-0362,Slow system performance,Reinstall the printer drivers.,50 minutes,Performance,Resolved
CONV-0363,Printer not responding,Verify your email settings.,38 minutes,Hardware,Resolved
CONV-0364,Software installation failure,Reset your password using the link provided.,110 minutes,Account,Escalated
CONV-0365,Printer not responding,Verify your email settings.,98 minutes,Hardware,Pending
CONV-0366,Blue screen error,Verify your email settings.,23 minutes,Performance,Pending
CONV-0367,Forgot password,Reinstall the printer drivers.,78 minutes,Hardware,Pending
CONV-0368,Software installation failure,Run a system diagnostic tool.,88 minutes,Hardware,Pending
CONV-0369,Printer not responding,Restart your router.,27 minutes,Network,Escalated
CONV-0370,Cannot connect to Wi-Fi,Run a system diagnostic tool.,8 minutes,Performance,Pending
CONV-0371,Unable to access email,Verify your email settings.,34 minutes,Account,Resolved
CONV-0372,Unable to access email,Reinstall the printer drivers.,105 minutes,Account,Escalated
CONV-0373,Slow system performance,Reset your password using the link provided.,15 minutes,Performance,Escalated
CONV-0374,Printer not responding,Follow the software installation guide.,73 minutes,Hardware,Pending
CONV-0375,Slow system performance,Reset your password using the link provided.,69 minutes,Account,Escalated
CONV-0376,Blue screen error,Clear cache and remove unnecessary programs.,70 minutes,Account,Resolved after follow-up
CONV-0377,Cannot connect to Wi-Fi,Reinstall the printer drivers.,55 minutes,Hardware,Resolved
CONV-0378,Slow system performance,Restart your router.,22 minutes,Performance,Resolved
CONV-0379,Cannot connect to Wi-Fi,Verify your email settings.,80 minutes,Software,Pending
CONV-0380,Blue screen error,Reset your password using the link provided.,63 minutes,Account,Resolved
CONV-0381,Slow system performance,Reset your password using the link provided.,86 minutes,Performance,Resolved
CONV-0382,Slow system performance,Clear cache and remove unnecessary programs.,80 minutes,Account,Resolved after follow-up
CONV-0383,Printer not responding,Clear cache and remove unnecessary programs.,22 minutes,Software,Escalated
CONV-0384,Blue screen error,Reset your password using the link provided.,69 minutes,Software,Resolved
CONV-0385,Cannot connect to Wi-Fi,Run a system diagnostic tool.,6 minutes,Network,Escalated
CONV-0386,Unable to access email,Reset your password using the link provided.,95 minutes,Network,Pending
CONV-0387,Slow system performance,Reinstall the printer drivers.,37 minutes,Performance,Resolved
CONV-0388,Printer not responding,Reinstall the printer drivers.,112 minutes,Network,Pending
CONV-0389,Printer not responding,Verify your email settings.,107 minutes,Network,Resolved after follow-up
CONV-0390,Forgot password,Verify your email settings.,10 minutes,Hardware,Resolved after follow-up
CONV-0391,Blue screen error,Clear cache and remove unnecessary programs.,19 minutes,Performance,Resolved
CONV-0392,Blue screen error,Run a system diagnostic tool.,107 minutes,Network,Resolved
CONV-0393,Forgot password,Reset your password using the link provided.,75 minutes,Hardware,Resolved after follow-up
CONV-0394,Blue screen error,Run a system diagnostic tool.,27 minutes,Hardware,Resolved
CONV-0395,Blue screen error,Follow the software installation guide.,78 minutes,Network,Escalated
CONV-0396,Software installation failure,Run a system diagnostic tool.,74 minutes,Account,Resolved after follow-up
CONV-0397,Blue screen error,Restart your router.,118 minutes,Account,Escalated
CONV-0398,Blue screen error,Restart your router.,78 minutes,Account,Resolved
CONV-0399,Printer not responding,Verify your email settings.,67 minutes,Hardware,Resolved
CONV-0400,Forgot password,Restart your router.,18 minutes,Hardware,Pending
CONV-0401,Unable to access email,Run a system diagnostic tool.,68 minutes,Network,Resolved after follow-up
CONV-0402,Unable to access email,Run a system diagnostic tool.,93 minutes,Software,Resolved after follow-up
CONV-0403,Software installation failure,Reinstall the printer drivers.,58 minutes,Software,Escalated
CONV-0404,Unable to access email,Reinstall the printer drivers.,113 minutes,Software,Escalated
CONV-0405,Slow system performance,Restart your router.,55 minutes,Software,Escalated
CONV-0406,Printer not responding,Verify your email settings.,109 minutes,Account,Resolved after follow-up
CONV-0407,Forgot password,Clear cache and remove unnecessary programs.,90 minutes,Network,Escalated
CONV-0408,Slow system performance,Reset your password using the link provided.,92 minutes,Software,Resolved
CONV-0409,Forgot password,Follow the software installation guide.,88 minutes,Network,Escalated
CONV-0410,Blue screen error,Restart your router.,29 minutes,Software,Resolved after follow-up
CONV-0411,Blue screen error,Verify your email settings.,37 minutes,Network,Resolved after follow-up
CONV-0412,Blue screen error,Clear cache and remove unnecessary programs.,98 minutes,Network,Resolved after follow-up
CONV-0413,Cannot connect to Wi-Fi,Run a system diagnostic tool.,59 minutes,Account,Escalated
CONV-0414,Software installation failure,Verify your email settings.,46 minutes,Network,Resolved
CONV-0415,Slow system performance,Follow the software installation guide.,56 minutes,Performance,Escalated
CONV-0416,Printer not responding,Reset your password using the link provided.,94 minutes,Performance,Resolved
CONV-0417,Unable to access email,Reset your password using the link provided.,86 minutes,Software,Pending
CONV-0418,Software installation failure,Clear cache and remove unnecessary programs.,7 minutes,Network,Escalated
CONV-0419,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,83 minutes,Hardware,Resolved
CONV-0420,Printer not responding,Restart your router.,69 minutes,Performance,Resolved after follow-up
CONV-0421,Cannot connect to Wi-Fi,Reset your password using the link provided.,79 minutes,Software,Resolved
CONV-0422,Forgot password,Verify your email settings.,76 minutes,Hardware,Escalated
CONV-0423,Unable to access email,Reinstall the printer drivers.,58 minutes,Account,Pending
CONV-0424,Software installation failure,Run a system diagnostic tool.,71 minutes,Performance,Pending
CONV-0425,Blue screen error,Restart your router.,41 minutes,Account,Resolved after follow-up
CONV-0426,Blue screen error,Verify your email settings.,34 minutes,Hardware,Resolved
CONV-0427,Unable to access email,Reset your password using the link provided.,66 minutes,Performance,Pending
CONV-0428,Unable to access email,Follow the software installation guide.,66 minutes,Software,Resolved after follow-up
CONV-0429,Printer not responding,Restart your router.,55 minutes,Network,Resolved
CONV-0430,Cannot connect to Wi-Fi,Reinstall the printer drivers.,15 minutes,Hardware,Resolved after follow-up
CONV-0431,Slow system performance,Run a system diagnostic tool.,9 minutes,Hardware,Resolved after follow-up
CONV-0432,Cannot connect to Wi-Fi,Follow the software installation guide.,57 minutes,Network,Escalated
CONV-0433,Unable to access email,Reset your password using the link provided.,73 minutes,Software,Resolved
CONV-0434,Blue screen error,Follow the software installation guide.,105 minutes,Performance,Pending
CONV-0435,Unable to access email,Follow the software installation guide.,118 minutes,Account,Escalated
CONV-0436,Software installation failure,Clear cache and remove unnecessary programs.,95 minutes,Account,Resolved
CONV-0437,Software installation failure,Reset your password using the link provided.,109 minutes,Hardware,Resolved after follow-up
CONV-0438,Unable to access email,Follow the software installation guide.,56 minutes,Performance,Resolved
CONV-0439,Printer not responding,Restart your router.,51 minutes,Account,Pending
CONV-0440,Unable to access email,Verify your email settings.,100 minutes,Hardware,Pending
CONV-0441,Cannot connect to Wi-Fi,Restart your router.,22 minutes,Software,Resolved
CONV-0442,Unable to access email,Reset your password using the link provided.,97 minutes,Hardware,Resolved
CONV-0443,Printer not responding,Reinstall the printer drivers.,38 minutes,Performance,Pending
CONV-0444,Blue screen error,Verify your email settings.,21 minutes,Account,Resolved
